,diff
retention_1,1.6473167335732426
retention_1,0.3458849849092036
retention_1,0.5749822594993544
retention_1,0.11401492444859146
retention_1,2.2114212676685683
retention_1,0.1493858808566572
retention_1,1.352395803958834
retention_1,2.851011516017605
retention_1,1.8131939003080095
retention_1,0.7523329901341343
retention_1,1.4844896239865715
retention_1,0.2563934244417301
retention_1,2.2121558226137683
retention_1,1.818771137914503
retention_1,2.422933288135154
retention_1,0.9216072638138781
retention_1,1.3239989053301042
retention_1,-0.1391722870719918
retention_1,1.381215164115714
retention_1,1.1002805003938587
retention_1,0.4077108896467031
retention_1,1.0236008127623744
retention_1,1.9262310227010644
retention_1,2.5729027984492396
retention_1,1.5008178090922049
retention_1,2.0786955935313323
retention_1,0.6464404027737469
retention_1,1.5430738425834398
retention_1,1.0667602854062654
retention_1,2.332721709515246
retention_1,2.4838344194399777
retention_1,0.9635256921457755
retention_1,1.934799605478878
retention_1,0.7878069341249584
retention_1,1.7508285216783097
retention_1,1.248641724039008
retention_1,0.8179155126267388
retention_1,1.4250748603251404
retention_1,1.5730024590293226
retention_1,1.0647466392292217
retention_1,2.273815317979766
retention_1,1.415961352552085
retention_1,1.8700828994318588
retention_1,1.8712887104722378
retention_1,1.888438514876177
retention_1,1.968917480263047
retention_1,1.0922953917935958
retention_1,0.5195767371522565
retention_1,1.698270441717508
retention_1,2.667277313049445
retention_1,1.2442318783669886
retention_1,1.3489121808267748
retention_1,0.8384576468865287
retention_1,0.4841482932759351
retention_1,1.8440030561152787
retention_1,1.7511601948244866
retention_1,2.309825775336802
retention_1,0.965888705356472
retention_1,1.5374336714728698
retention_1,0.9951035142103427
retention_1,-0.09129823961605343
retention_1,1.7363024540177823
retention_1,0.6634738144399162
retention_1,0.514129507893114
retention_1,0.55877717139642
retention_1,1.9952601366264102
retention_1,2.0270490830725536
retention_1,1.3031438583291117
retention_1,0.7258922642386058
retention_1,0.9312831479667575
retention_1,0.5599036347960316
retention_1,0.8555149355022826
retention_1,1.394316087118198
retention_1,2.4585724769040866
retention_1,1.0883658190543184
retention_1,2.6490538538217008
retention_1,1.9824693577519228
retention_1,1.249848279223671
retention_1,1.5720189964620273
retention_1,2.670389460830917
retention_1,0.6017563843591617
retention_1,1.2864538826436975
retention_1,1.4691360373675089
retention_1,1.258918123920384
retention_1,1.6894012106540124
retention_1,0.9842950304776641
retention_1,0.576132280643495
retention_1,1.6240198206149334
retention_1,1.6575711412927352
retention_1,2.197909867025587
retention_1,0.8790452848793465
retention_1,1.8701027083698085
retention_1,1.0363310495922349
retention_1,0.73828519265967
retention_1,1.8832160617889497
retention_1,-0.15311529346967
retention_1,1.1916409306315618
retention_1,1.3468730258563852
retention_1,1.0238407171092034
retention_1,-0.21270598828327883
retention_1,0.6774314544467394
retention_1,2.298805403041204
retention_1,2.4496774596778073
retention_1,1.657984997156585
retention_1,1.8100116351730633
retention_1,2.443473859935815
retention_1,1.1503913225047742
retention_1,0.9788945621491432
retention_1,1.5020742429480394
retention_1,2.9255134103550744
retention_1,1.67058305670308
retention_1,0.5816398927231675
retention_1,2.647693105823654
retention_1,1.0558321792550263
retention_1,1.5745504611435195
retention_1,1.5760028986216184
retention_1,2.396188546262565
retention_1,-0.09666481416840068
retention_1,0.4790376476929583
retention_1,1.3983755193668275
retention_1,1.666318284886615
retention_1,1.5635623990499035
retention_1,1.9401247859975208
retention_1,2.1414493975038953
retention_1,1.3803943241406915
retention_1,2.014851625730053
retention_1,1.002384893569279
retention_1,0.9239201596682098
retention_1,0.8822241359006142
retention_1,2.9425009866088336
retention_1,2.313656202785896
retention_1,0.7327759358549586
retention_1,1.9768531758787078
retention_1,1.5132742140112336
retention_1,0.64700851227425
retention_1,0.7795825524151596
retention_1,1.904154791344021
retention_1,-0.14396324166050845
retention_1,1.4874947624326031
retention_1,1.0409175762364298
retention_1,1.0597457647836515
retention_1,0.9870507327276127
retention_1,1.4791736323809983
retention_1,2.761008999273017
retention_1,1.7975794711340018
retention_1,2.535754788295388
retention_1,0.9983725973355867
retention_1,1.2245350001415656
retention_1,0.6652607465873625
retention_1,2.0011431707706038
retention_1,0.6700799893221361
retention_1,1.322709844947161
retention_1,2.9185073176068355
retention_1,0.4501530397283514
retention_1,2.1589202636740135
retention_1,1.8179581690953528
retention_1,0.977912997648633
retention_1,0.8651939489835516
retention_1,1.4711710105467308
retention_1,2.183915928526277
retention_1,1.4300127107555545
retention_1,0.6668545156085531
retention_1,1.013378023883942
retention_1,2.970019105852686
retention_1,0.9208114057404277
retention_1,1.525081122297407
retention_1,1.706604119177292
retention_1,0.923658099619563
retention_1,0.18612420569253185
retention_1,0.8339407236361838
retention_1,1.49112004169587
retention_1,0.6467767486479907
retention_1,1.4226194552948177
retention_1,1.8031173846342872
retention_1,1.132883418190914
retention_1,0.5348660202975338
retention_1,1.1698567289361046
retention_1,2.2775857625310176
retention_1,0.04154109662945421
retention_1,1.2053550974260105
retention_1,1.4330766887208874
retention_1,1.131875654928482
retention_1,1.4008228806163543
retention_1,1.6101868683018623
retention_1,2.051535720327282
retention_1,0.4369081852483504
retention_1,1.638085426665328
retention_1,1.439928323710361
retention_1,0.5371003662658289
retention_1,0.27014577644463583
retention_1,0.8807427048540631
retention_1,1.1668634104731301
retention_1,1.0762329832383317
retention_1,1.6758458034164287
retention_1,0.9524332405290684
retention_1,0.24661195066153374
retention_1,0.5038924219703413
retention_1,1.743688652711549
retention_1,-0.016426469591393888
retention_1,1.238927336556135
retention_1,-0.25850748954520236
retention_1,1.3756014697125383
retention_1,1.9733181046183146
retention_1,0.6752872323935168
retention_1,1.3262468244499401
retention_1,0.38672150906378827
retention_1,1.4086423439864506
retention_1,1.110427258415145
retention_1,-0.035492848232769963
retention_1,1.227877255155745
retention_1,0.24607006965712153
retention_1,2.0086341806174373
retention_1,1.0811485458666106
retention_1,1.1756988864962963
retention_1,1.8901956327030685
retention_1,0.26278892866407294
retention_1,2.356910784169693
retention_1,0.6118208654299703
retention_1,0.3712899637547694
retention_1,1.4644599054958605
retention_1,0.550512212364043
retention_1,1.3759857383526803
retention_1,2.9453811082744052
retention_1,3.011794751148719
retention_1,0.9563792255518946
retention_1,0.24742468973987167
retention_1,2.1753461900227364
retention_1,0.6336427785410595
retention_1,1.0169500851282947
retention_1,0.5686731880259578
retention_1,1.877723175832779
retention_1,1.3147761369132027
retention_1,0.7988846858943596
retention_1,2.0068328095526238
retention_1,0.8310711035754361
retention_1,1.7091324347828722
retention_1,1.846134679984872
retention_1,2.0090794204541313
retention_1,0.7656820812152798
retention_1,1.9402075775903822
retention_1,0.49929312938354276
retention_1,1.5538907854073791
retention_1,0.048241908354841705
retention_1,1.3632379976386013
retention_1,2.204497762799593
retention_1,1.6801467963650032
retention_1,2.3168436361278224
retention_1,0.7563870285063137
retention_1,1.3624152763015027
retention_1,1.5860252021888561
retention_1,0.7551819522220122
retention_1,2.842765665097315
retention_1,1.2508462017469497
retention_1,1.0073899372508743
retention_1,1.3990243468891332
retention_1,1.5407142332452448
retention_1,1.649398685121506
retention_1,0.8811881490821788
retention_1,-0.9145300862515885
retention_1,1.063198480824256
retention_1,1.7699849137533257
retention_1,1.9691859048708678
retention_1,2.148814734297994
retention_1,1.4206415722992964
retention_1,0.8210631898582531
retention_1,2.172334995790686
retention_1,2.8473339147862897
retention_1,1.6265291382435942
retention_1,2.222798954420306
retention_1,2.001645214002291
retention_1,0.9793302443188205
retention_1,0.47684784307187994
retention_1,0.5001119599238305
retention_1,1.7471380276021378
retention_1,0.38795808562935025
retention_1,1.6153979152871412
retention_1,1.063402889245591
retention_1,0.2557586939708828
retention_1,0.8741475678732575
retention_1,1.6115362906512216
retention_1,2.4004165761621308
retention_1,0.1657111941940606
retention_1,0.6103396712690925
retention_1,1.7821994552530391
retention_1,2.5330312967305733
retention_1,1.6968004128739753
retention_1,0.38204403527999026
retention_1,0.5269434292251053
retention_1,1.339354016225709
retention_1,1.50591971270165
retention_1,0.8106128391993511
retention_1,2.127284186821398
retention_1,2.184834563957077
retention_1,1.2796442970741702
retention_1,1.3061283413771752
retention_1,-0.22752314937815882
retention_1,2.0348119625471495
retention_1,1.4748758999004423
retention_1,2.6670181926191265
retention_1,2.7118973448020047
retention_1,2.063130418730375
retention_1,0.642818069842571
retention_1,0.48989020126517885
retention_1,1.2091517709763884
retention_1,0.5756643852556012
retention_1,1.3451465220569698
retention_1,2.67047221982812
retention_1,1.621861457431569
retention_1,1.7600085332778979
retention_1,1.3678034027788313
retention_1,0.8421040002256658
retention_1,1.3610688356704825
retention_1,2.026116836738639
retention_1,1.815656713424324
retention_1,0.9003076217397596
retention_1,1.1824253525253792
retention_1,1.8494661577789242
retention_1,-0.5925198215733415
retention_1,0.8652867988074828
retention_1,1.107915865752541
retention_1,0.8526364341944389
retention_1,0.7537457810480894
retention_1,1.4185803164168904
retention_1,1.3574716247353171
retention_1,1.34728541510769
retention_1,0.9907189045559779
retention_1,1.0133053080979602
retention_1,1.1890682846565244
retention_1,2.2785538592771846
retention_1,1.5722648659874254
retention_1,1.2663005292662783
retention_1,1.886036382083859
retention_1,1.5765048257915681
retention_1,1.2178761826798166
retention_1,1.4085987012358456
retention_1,2.1850996406706917
retention_1,-0.08689494296742196
retention_1,1.164620401867195
retention_1,1.4724949114897297
retention_1,1.167702414635845
retention_1,1.3362260140421998
retention_1,1.2527759039140762
retention_1,2.605346557112471
retention_1,1.4465992845953421
retention_1,0.9555319966836651
retention_1,1.3197365540958397
retention_1,3.006779218353489
retention_1,2.1473141534907665
retention_1,0.3012284548464659
retention_1,1.1648344163804705
retention_1,0.7144684297254862
retention_1,1.9834301260735057
retention_1,-0.13080467495291503
retention_1,1.3477159045340685
retention_1,0.24397383118866278
retention_1,1.2423447031380817
retention_1,2.820113813456841
retention_1,1.5522812230170466
retention_1,1.8569866441551477
retention_1,0.8844780243082844
retention_1,1.870547614089472
retention_1,1.2618753487713648
retention_1,1.505009336789197
retention_1,0.3182843370048545
retention_1,2.0137130128987866
retention_1,0.9154450014249585
retention_1,1.5178759219618876
retention_1,1.8042710763670966
retention_1,1.5182986699097711
retention_1,-1.144723833399983
retention_1,2.418200091298226
retention_1,2.013584924007501
retention_1,1.339458475326092
retention_1,1.889534764023396
retention_1,1.2718546269138757
retention_1,1.1447311517947172
retention_1,2.4822230629213795
retention_1,2.207136413445858
retention_1,2.488854644224463
retention_1,0.5969887362407343
retention_1,2.134997615735296
retention_1,1.223951134798612
retention_1,1.7035586734026875
retention_1,1.5856239906120135
retention_1,2.6033991217004124
retention_1,1.1980618255649869
retention_1,2.2489321689160615
retention_1,1.6163297042179396
retention_1,0.7405117304693101
retention_1,1.7880072021185085
retention_1,0.7388009793709973
retention_1,-0.062422604092336284
retention_1,1.9282741225023554
retention_1,1.0998182459304047
retention_1,0.6745847391254094
